Banco,Contrato,Origen,Dia semana,Tipo archivo recaudo,Cuenta
scotiabank colpatria s.a.,alumbrado publico,p,2,pagos web,3
financiera coomeva,facilidades,p,5,pagos web,3
scotiabank colpatria s.a.,delineación urbana,p,1,pagos web,3
banco davivienda,recursos fonset,n,4,pagos web,3
ripley visa,impuesto predial,a,0,pagos web,3
ripley visa,impuesto predial,a,1,pagos web,3
banco falabella,servicios,n,2,pagos web,3
compania de financiamiento tuy,impuesto telefonico,p,1,pagos web,3
compania de financiamiento tuy,impuesto telefonico,p,3,pagos web,3
compania de financiamiento tuy,industria y comercio,a,5,pagos web,3
itaú,publicidad exterior visual,p,1,pagos web,3
ripley visa,industria y comercio,a,2,pagos web,3
caja de ahorros y pensiones de,impuesto predial,p,6,pagos web,3
compania de financiamiento tuy,industria y comercio,n,6,pagos web,3
ripley visa,industria y comercio,p,2,pagos web,3
ripley visa,industria y comercio,p,3,pagos web,3
compania de financiamiento tuy,ingresos no tributarios,p,6,pagos web,3
banco falabella,impuesto predial,w,2,pagos web,3
banco bogota,impuesto predial,a,6,pagos web,3
banco falabella,facilidades,n,6,pagos web,3
banco falabella,facilidades,a,1,pagos web,3
finandina,impuesto predial,n,6,pagos web,3
banco davivienda,impuesto predial,w,5,pagos web,3
av villas,impuesto predial,a,5,pagos web,3
banco falabella,circulacion y transito,n,3,pagos web,3
banco falabella,circulacion y transito,n,1,pagos web,3
royal bank of canada,impuesto predial,n,3,pagos web,3
av villas,impuesto predial,a,3,pagos web,3
av villas,impuesto predial,a,2,pagos web,3
av villas,impuesto predial,a,1,pagos web,3
scotiabank colpatria s.a.,circulacion y transito,p,5,pagos web,3
banco falabella,aprov.esp.pub,n,4,pagos web,3
royal bank of canada,impuesto predial,p,1,pagos web,3
"banco general, s.a.",impuesto predial,p,4,pagos web,3
ripley visa,facilidades,p,1,pagos web,3
ripley visa,facilidades,p,0,pagos web,3
banco davivienda,estampilla procultura,p,4,pagos web,3
banco davivienda,estampilla procultura,p,0,pagos web,3
banco davivienda,estampilla procultura,p,1,pagos web,3
banco davivienda,estampilla procultura,p,2,pagos web,3
banco itau,facilidades,n,4,pagos web,3
banco itau,facilidades,n,3,pagos web,3
banco itau,facilidades,n,1,pagos web,3
banco itau,estampilla procultura,p,1,pagos web,3
coltefinanciera,publicidad exterior visual,p,0,pagos web,3
coltefinanciera,publicidad exterior visual,p,1,pagos web,3
coltefinanciera,publicidad exterior visual,p,4,pagos web,3
banco itau,alumbrado publico,a,4,pagos web,3
redeban multicolor s.a.,industria y comercio,p,5,pagos web,3
banco davivienda,estampilla procultura,p,3,pagos web,3
visa - visa,impuesto predial,n,6,pagos web,3
banco gnb sudameris,alumbrado publico,p,1,pagos web,3
commonwealth bank of australia,impuesto predial,p,2,pagos web,3
banco gnb sudameris,retencion ica,n,4,pagos web,3
banco gnb sudameris,retencion ica,n,1,pagos web,3
compania de financiamiento tuy,alumbrado publico,p,3,pagos web,3
banco gnb sudameris,rendimientos financieros y recursos no ejecutados,n,2,pagos web,3
finandina,movilidad,p,1,pagos web,3
compania de financiamiento tuy,circulacion y transito,p,1,pagos web,3
banco gnb sudameris,industria y comercio,p,6,pagos web,3
compania de financiamiento tuy,facilidades,a,0,pagos web,3
compania de financiamiento tuy,facilidades,a,2,pagos web,3
compania de financiamiento tuy,facilidades,a,3,pagos web,3
banco gnb sudameris,impuesto predial,a,4,pagos web,3
banco gnb sudameris,facilidades,p,2,pagos web,3
royal bank of canada,impuesto predial,p,2,pagos web,3
royal bank of canada,impuesto predial,p,4,pagos web,3
confiar,ingresos no tributarios,presencial,5,pagos presencial,3
asociacion gremial de instituc,impuesto predial,p,6,pagos web,3
nequi,alumbrado publico,n,0,pagos web,3
nequi,alumbrado publico,a,6,pagos web,3
financiera juriscoop,facilidades,p,1,pagos web,3
consumidor de american express,impuesto predial,p,3,pagos web,3
banco de occidente,publicidad exterior visual,n,2,pagos web,3
banco davivienda,otros ingresos,p,3,pagos web,3
financiera coomeva,industria y comercio,p,3,pagos web,3
banco de occidente,movilidad,n,4,pagos web,3
banco de occidente,movilidad,n,3,pagos web,3
coofinep,impuesto predial,presencial,1,pagos presencial,3
navy f.c.u.,impuesto predial,p,3,pagos web,3
banco de occidente,movilidad,n,2,pagos web,3
scotiabank colpatria s.a.,aprov.esp.pub,n,1,pagos web,3
jeeves technologies colombia s,retencion ica,p,3,pagos web,3
banco de occidente,rendimientos financieros y recursos no ejecutados,n,2,pagos web,3
sempli s.a.s.,industria y comercio,p,4,pagos web,3
n26 gmbh,impuesto predial,p,5,pagos web,3
coop. financ. confiar,facilidades,p,4,pagos web,3
coop. financ. confiar,facilidades,p,6,pagos web,3
banco davivienda,recursos fonset,n,1,pagos web,3
banco de occidente,industria y comercio,n,5,pagos web,3
coop. financ. confiar,industria y comercio,p,1,pagos web,3
coop. financ. confiar,industria y comercio,p,4,pagos web,3
banco davivienda,recursos fonset,n,3,pagos web,3
n26 gmbh,impuesto predial,p,1,pagos web,3
banco de occidente,industria y comercio,a,1,pagos web,3
banco de occidente,impuesto telefonico,p,4,pagos web,3
coopcentral,impuesto predial,p,5,pagos web,3
confiar cooperativa financiera,retencion ica,p,4,pagos web,3
confiar cooperativa financiera,retencion ica,p,0,pagos web,3
confiar,movilidad,presencial,3,pagos presencial,3
banco de occidente s.a.,impuesto predial,a,0,pagos web,3
confiar,otros ingresos,presencial,3,pagos presencial,3
confiar,pot.,presencial,5,pagos presencial,3
"banco de occidente, s.a.",retencion ica,p,2,pagos web,3
"banco de occidente, s.a.",retencion ica,p,1,pagos web,3
scotiabank colpatria s.a.,circulacion y transito,p,1,pagos web,3
"banco de occidente, s.a.",industria y comercio,p,5,pagos web,3
confiar,servicios,presencial,2,pagos presencial,3
confiar cooperativa financiera,alumbrado publico,p,2,pagos web,3
confiar cooperativa financiera,alumbrado publico,p,4,pagos web,3
"banco de occidente, s.a.",facilidades,n,4,pagos web,3
scotiabank colpatria s.a.,circulacion y transito,n,3,pagos web,3
itaú,rentas contractuales,p,1,pagos web,3
nequi,aprov.esp.pub,p,4,pagos web,3
banco de occidente s.a.,facilidades,p,6,pagos web,3
nequi,alumbrado publico,n,3,pagos web,3
financiera juriscoop,impuesto predial,p,5,pagos web,3
financiera juriscoop,impuesto predial,p,4,pagos web,3
asociacion gremial de instituc,industria y comercio,p,5,pagos web,3
asociacion gremial de instituc,industria y comercio,p,3,pagos web,3
banco de occidente s.a.,facilidades,p,4,pagos web,3
confiar cooperativa financiera,industria y comercio,n,2,pagos web,3
confiar cooperativa financiera,industria y comercio,n,3,pagos web,3
banco de occidente s.a.,facilidades,p,2,pagos web,3
confiar cooperativa financiera,rendimientos financieros y recursos no ejecutados,p,4,pagos web,3
confiar cooperativa financiera,rentas contractuales,p,0,pagos web,3
confiar cooperativa financiera,rentas contractuales,p,2,pagos web,3
confiar cooperativa financiera,rentas contractuales,p,3,pagos web,3
banco de occidente,rendimientos financieros y recursos no ejecutados,n,4,pagos web,3
bancolombia,estampilla procultura,n,0,pagos web,3
banco popular,industria y comercio,p,5,pagos web,3
lulo bank,impuesto predial,n,0,pagos web,3
bancolombia - botón bancolombi,delineación urbana,n,3,pagos web,3
banco colpatria,industria y comercio,n,5,pagos web,3
banco agrario,impuesto predial,n,1,pagos web,3
bancolombia - botón bancolombi,delineación urbana,n,0,pagos web,3
iris,industria y comercio,p,4,pagos web,3
banco colpatria,industria y comercio,a,6,pagos web,3
bbva colombia s.a,facilidades,n,2,pagos web,3
bbva colombia s.a,facilidades,n,3,pagos web,3
banco av villas,rentas contractuales,p,2,pagos web,3
banco colpatria,industria y comercio,a,5,pagos web,3
banco colpatria,industria y comercio,a,0,pagos web,3
pse - cuentas débito ahorro y,impuesto predial,p,6,pagos web,3
bbva colombia s.a,facilidades,n,5,pagos web,3
bbva colombia s.a,facilidades,n,6,pagos web,3
pse - cuentas débito ahorro y,circulacion y transito,p,6,pagos web,3
bancolombia - botón bancolombi,circulacion y transito,a,5,pagos web,3
bancolombia - botón bancolombi,circulacion y transito,a,4,pagos web,3
bancolombia s.a.,delineación urbana,p,3,pagos web,3
bancolombia - botón bancolombi,alumbrado publico,a,5,pagos web,3
bank of hawaii,impuesto predial,p,1,pagos web,3
banco av villas,industria y comercio,a,5,pagos web,3
bancolombia s.a.- nequi,industria y comercio,n,2,pagos web,3
banco av villas,industria y comercio,a,3,pagos web,3
occidente,préstamos hipotecarios,presencial,5,pagos presencial,3
banco av villas,industria y comercio,a,1,pagos web,3
inversora pichincha,impuesto predial,p,5,pagos web,3
bancolombia,servicios,p,6,pagos web,3
banco bbva colombia s.a.,aprov.esp.pub,n,0,pagos web,3
banco bbva colombia s.a.,alumbrado publico,p,6,pagos web,3
bancolombia s.a.,impuesto predial,w,6,pagos web,3
visa,industria y comercio,p,0,pagos web,3
banco agrario,impuesto predial,n,3,pagos web,3
banco bbva colombia s.a.,alumbrado publico,n,4,pagos web,3
bbva colombia s.a,circulacion y transito,n,3,pagos web,3
bancolombia s.a.,alumbrado publico,n,1,pagos web,3
abu dhabi commercial bank,impuesto predial,p,5,pagos web,3
bancolombia s.a.,alumbrado publico,n,5,pagos web,3
pse - cuentas débito ahorro y,industria y comercio,n,1,pagos web,3
banco av villas,otros ingresos,p,3,pagos web,3
itaú,alumbrado publico,p,2,pagos web,3
banco bbva colombia s.a.,estampilla procultura,n,2,pagos web,3
bancolombia s.a.- nequi,rentas contractuales,p,1,pagos web,3
"bank of america, n.a.",impuesto predial,p,4,pagos web,3
"itau corpbanca colombia, s.a.",industria y comercio,n,2,pagos web,3
"pnc bank, national association",impuesto predial,p,2,pagos web,3
"pnc bank, national association",impuesto predial,p,1,pagos web,3
scotiabank colpatria s.a.,retencion ica,p,1,pagos web,3
occidente,multas codigo de policia,presencial,1,pagos presencial,3
"bank of america, national asso",impuesto predial,a,2,pagos web,3
banco bbva colombia s.a.,delineación urbana,p,1,pagos web,3
"pnc bank, n.a.",impuesto predial,p,0,pagos web,3
bogota_1,ingresos no tributarios,presencial,5,pagos presencial,3
sempli s.a.s.,impuesto predial,p,0,pagos web,3
banco agrario,industria y comercio,p,5,pagos web,3
bancolombia s.a.,aprov.esp.pub,p,2,pagos web,3
banco bbva colombia s.a.,delineación urbana,p,0,pagos web,3
sempli s.a.s.,facilidades,p,4,pagos web,3
banco agrario,otros ingresos,p,3,pagos web,3
"itau corpbanca colombia, s.a.",circulacion y transito,p,2,pagos web,3
bancolombia - botón bancolombi,delineación urbana,p,5,pagos web,3
banco bbva colombia s.a.,circulacion y transito,n,4,pagos web,3
banco agrario,impuesto predial,n,6,pagos web,3
bancolombia s.a.,circulacion y transito,a,3,pagos web,3
banco bbva colombia s.a.,alumbrado publico,p,5,pagos web,3
bancolombia,retencion ica,presencial,5,pagos presencial,3
scotiabank colpatria s.a.,industria y comercio,n,5,pagos web,3
"itau corpbanca colombia, s.a.",industria y comercio,p,6,pagos web,3
banco av villas,alumbrado publico,p,2,pagos web,3
"itau corpbanca colombia, s.a.",facilidades,p,5,pagos web,3
bcsc,industria y comercio,n,4,pagos web,3
bancolombia,retencion ica,a,3,pagos web,3
bcsc,industria y comercio,n,2,pagos web,3
popular,rendimientos financieros y recursos no ejecutados,presencial,0,pagos presencial,3
bbva,aprov.esp.pub,presencial,2,pagos presencial,3
"teller, a.s.",impuesto predial,p,0,pagos web,3
bcsc,industria y comercio,a,4,pagos web,3
banco av villas s.a.,facilidades,p,5,pagos web,3
usaa savings bank,impuesto predial,p,0,pagos web,3
bbva,aprov.esp.pub,presencial,0,pagos presencial,3
bancolombia s.a.,movilidad,p,2,pagos web,3
bancolombia s.a.,servicios,n,5,pagos web,3
bcsc,facilidades,a,5,pagos web,3
bancolombia s.a.,retencion ica,n,2,pagos web,3
banco av villas s.a.,impuesto predial,n,5,pagos web,3
ubs ag,impuesto predial,p,6,pagos web,3
barclays bank plc,impuesto predial,p,0,pagos web,3
bbva,alumbrado publico,p,3,pagos web,3
bancolombia s.a.,rentas contractuales,n,1,pagos web,3
banco av villas s.a.,rentas contractuales,n,1,pagos web,3
banco caja social s.a.,industria y comercio,p,2,pagos web,3
banco agrario,circulacion y transito,p,4,pagos web,3
bancolombia s.a.,rentas contractuales,n,0,pagos web,3
bancolombia,recursos fonset,presencial,0,pagos presencial,3
bcsc,impuesto predial,n,5,pagos web,3
bcsc,impuesto predial,a,5,pagos web,3
bcsc,impuesto predial,a,6,pagos web,3
bancolombia s.a.- nequi,aprov.esp.pub,p,1,pagos web,3
bancolombia s.a.- nequi,circulacion y transito,n,4,pagos web,3
popular,otros ingresos,presencial,1,pagos presencial,3
banco colpatria pricesmart,alumbrado publico,p,0,pagos web,3
toronto-dominion bank,impuesto predial,p,3,pagos web,3
banco agrario,impuesto predial,a,2,pagos web,3
banco av villas,transferencias,p,4,pagos web,3
banco av villas,facilidades,n,5,pagos web,3
banco av villas,facilidades,n,4,pagos web,3
banco bbva colombia,impuesto predial,p,1,pagos web,3
banco colpatria,alumbrado publico,p,0,pagos web,3
ubs ag,impuesto predial,p,0,pagos web,3
bancolombia s.a.- nequi,facilidades,n,4,pagos web,3
bank of nova scotia,impuesto predial,p,5,pagos web,3
bank of nova scotia,impuesto predial,p,6,pagos web,3
bancolombia s.a.,industria y comercio,w,2,pagos web,3
iris,impuesto predial,p,3,pagos web,3
banco agrario,facilidades,p,5,pagos web,3
bank of scotland plc,impuesto predial,p,5,pagos web,3
toronto-dominion bank,impuesto predial,p,1,pagos web,3
bbva,circulacion y transito,p,5,pagos web,3
iris,impuesto predial,p,0,pagos web,3
banco bbva colombia,facilidades,p,2,pagos web,3
bancolombia s.a.- nequi,facilidades,n,2,pagos web,3
bancolombia s.a.,ingresos no tributarios,n,1,pagos web,3
bbva,circulacion y transito,p,2,pagos web,3
banco av villas s.a.,circulacion y transito,p,0,pagos web,3
"td bank, n.a.",impuesto predial,p,6,pagos web,3
"bankinter, s.a.",impuesto predial,p,0,pagos web,3
bbva,circulacion y transito,p,1,pagos web,3
bancolombia s.a.- nequi,facilidades,n,1,pagos web,3
"itau corpbanca colombia, s.a.",retencion ica,n,0,pagos web,3
"banco bac san jose, s.a.",impuesto predial,p,1,pagos web,3
bancolombia - botón bancolombi,impuesto telefonico,n,5,pagos web,3
banco agrario,retencion ica,n,2,pagos web,3
bbva,industria y comercio,a,3,pagos web,3
banco agrario,industria y comercio,n,0,pagos web,3
banco av villas,movilidad,p,0,pagos web,3
pse - cuentas débito ahorro y,circulacion y transito,n,5,pagos web,3
caixa d'estalvis unio de caixe,servicios,n,2,pagos web,3
pse - cuentas débito ahorro y,circulacion y transito,n,0,pagos web,3
bancolombia - botón bancolombi,retencion ica,n,3,pagos web,3
visa - visa,facilidades,p,0,pagos web,3
bank of america,impuesto predial,a,1,pagos web,3
bancoomeva s.a.,industria y comercio,a,1,pagos web,3
pse - cuentas débito ahorro y,circulacion y transito,p,2,pagos web,3
sempli s.a.s.,impuesto predial,p,2,pagos web,3
banco av villas,movilidad,p,2,pagos web,3
bank of america,industria y comercio,p,0,pagos web,3
banco bbva colombia s.a.,industria y comercio,a,6,pagos web,3
hsbc,impuesto predial,a,5,pagos web,3
bancolombia - botón bancolombi,movilidad,n,3,pagos web,3
banco bbva colombia s.a.,industria y comercio,n,6,pagos web,3
bbva,industria y comercio,presencial,6,pagos presencial,3
banco agrario,industria y comercio,n,1,pagos web,3
occidente,pot.,presencial,0,pagos presencial,3
pse - cuentas débito ahorro y,alumbrado publico,p,3,pagos web,3
bancolombia,estampilla procultura,presencial,1,pagos presencial,3
banco av villas,estampilla procultura,p,0,pagos web,3
banco colpatria pricesmart,facilidades,p,6,pagos web,3
"bancorp bank, the",impuesto predial,p,3,pagos web,3
banco colpatria,circulacion y transito,a,4,pagos web,3
pse - cuentas débito ahorro y,alumbrado publico,p,4,pagos web,3
idb global federal credit unio,impuesto predial,p,0,pagos web,3
"bancorp bank, the",impuesto predial,n,4,pagos web,3
pse - cuentas débito ahorro y,industria y comercio,n,3,pagos web,3
pse - cuentas débito ahorro y,alumbrado publico,p,2,pagos web,3
pse - cuentas débito ahorro y,circulacion y transito,n,1,pagos web,3
bancolombia,estampilla procultura,presencial,3,pagos presencial,3
pse - cuentas débito ahorro y,circulacion y transito,n,3,pagos web,3
bancolombia - botón bancolombi,retencion ica,n,4,pagos web,3
pse - cuentas débito ahorro y,circulacion y transito,p,3,pagos web,3
banco av villas,ingresos no tributarios,p,3,pagos web,3
bank of america,industria y comercio,p,2,pagos web,3
bancolombia - botón bancolombi,publicidad exterior visual,p,5,pagos web,3
bancoomeva s.a.,retencion ica,p,2,pagos web,3
bancolombia - botón bancolombi,rendimientos financieros y recursos no ejecutados,n,5,pagos web,3
occidente,pot.,presencial,4,pagos presencial,3
idb global federal credit unio,impuesto predial,p,1,pagos web,3
bancolombia - botón bancolombi,otros ingresos,p,0,pagos web,3
"caixabank, s.a.",servicios,n,1,pagos web,3
banco av villas,alumbrado publico,p,5,pagos web,3
pse - cuentas débito ahorro y,aprov.esp.pub,n,3,pagos web,3
bancolombia - botón bancolombi,movilidad,p,5,pagos web,3
bbva,retencion ica,p,3,pagos web,3
pse - cuentas débito ahorro y,circulacion y transito,p,1,pagos web,3
banco colpatria,circulacion y transito,p,5,pagos web,3
banistmo s.a,impuesto predial,p,0,pagos web,3
bbva,otros ingresos,presencial,1,pagos presencial,3
bancolombia - botón bancolombi,rendimientos financieros y recursos no ejecutados,p,4,pagos web,3
